Window,Start_Timestamp,End_Timestamp,Start_Time_UTC,End_Time_UTC,Duration_sec,label
17,1594227853.9828734,1594227854.373918,2020-07-08 17:04:13.982,2020-07-08 17:04:14.373,0.391,2
18,1594226278.984785,1594226279.3758302,2020-07-08 16:37:58.984,2020-07-08 16:37:59.375,0.391,8
19,1594227854.188172,1594227854.5792165,2020-07-08 17:04:14.188,2020-07-08 17:04:14.579,0.391,2
20,1594226279.1900835,1594226279.5811286,2020-07-08 16:37:59.190,2020-07-08 16:37:59.581,0.391,8
21,1594227854.3836944,1594227854.7747388,2020-07-08 17:04:14.383,2020-07-08 17:04:14.774,0.391,2
22,1594226279.385606,1594226279.776651,2020-07-08 16:37:59.385,2020-07-08 16:37:59.776,0.391,8
23,1594227854.5889926,1594227854.9800372,2020-07-08 17:04:14.588,2020-07-08 17:04:14.980,0.391,2
24,1594226279.5811286,1594226279.972173,2020-07-08 16:37:59.581,2020-07-08 16:37:59.972,0.391,8
25,1594227854.7845151,1594227855.1755595,2020-07-08 17:04:14.784,2020-07-08 17:04:15.175,0.391,2
26,1594226279.7864268,1594226280.1774714,2020-07-08 16:37:59.786,2020-07-08 16:38:00.177,0.391,8
27,1594227854.989813,1594227855.380858,2020-07-08 17:04:14.989,2020-07-08 17:04:15.380,0.391,2
28,1594226279.981949,1594226280.3729937,2020-07-08 16:37:59.981,2020-07-08 16:38:00.372,0.391,8
29,1594227855.1853356,1594227855.5763805,2020-07-08 17:04:15.185,2020-07-08 17:04:15.576,0.391,2
30,1594226280.1872475,1594226280.578292,2020-07-08 16:38:00.187,2020-07-08 16:38:00.578,0.391,8
31,1594227855.390634,1594227855.781679,2020-07-08 17:04:15.390,2020-07-08 17:04:15.781,0.391,2
32,1594226280.3827698,1594226280.7738144,2020-07-08 16:38:00.382,2020-07-08 16:38:00.773,0.391,8
33,1594227855.5861564,1594227855.977201,2020-07-08 17:04:15.586,2020-07-08 17:04:15.977,0.391,2
34,1594226280.5880682,1594226280.9791126,2020-07-08 16:38:00.588,2020-07-08 16:38:00.979,0.391,8
35,1594227855.781679,1594227856.1727233,2020-07-08 17:04:15.781,2020-07-08 17:04:16.172,0.391,2
36,1594226280.7835903,1594226281.1746352,2020-07-08 16:38:00.783,2020-07-08 16:38:01.174,0.391,8
37,1594227855.9869769,1594227856.3780217,2020-07-08 17:04:15.986,2020-07-08 17:04:16.378,0.391,2
38,1594226280.988889,1594226281.3799336,2020-07-08 16:38:00.988,2020-07-08 16:38:01.379,0.391,8
39,1594227856.1824994,1594227856.573544,2020-07-08 17:04:16.182,2020-07-08 17:04:16.573,0.391,8
40,1594226281.1844113,1594226281.575456,2020-07-08 16:38:01.184,2020-07-08 16:38:01.575,0.391,8
41,1594227856.3877976,1594227856.7788427,2020-07-08 17:04:16.387,2020-07-08 17:04:16.778,0.391,8
42,1594226281.3897097,1594226281.7807546,2020-07-08 16:38:01.389,2020-07-08 16:38:01.780,0.391,8
43,1594227856.58332,1594227856.9743648,2020-07-08 17:04:16.583,2020-07-08 17:04:16.974,0.391,8
44,1594226281.585232,1594226281.9762766,2020-07-08 16:38:01.585,2020-07-08 16:38:01.976,0.391,8
45,1594227856.7886186,1594227857.1796632,2020-07-08 17:04:16.788,2020-07-08 17:04:17.179,0.391,8
46,1594226281.7905304,1594226282.181575,2020-07-08 16:38:01.790,2020-07-08 16:38:02.181,0.391,8
47,1594227856.9841409,1594227857.3751855,2020-07-08 17:04:16.984,2020-07-08 17:04:17.375,0.391,8
48,1594226281.9860528,1594226282.3770974,2020-07-08 16:38:01.986,2020-07-08 16:38:02.377,0.391,8
49,1594227857.1894393,1594227857.580484,2020-07-08 17:04:17.189,2020-07-08 17:04:17.580,0.391,8
50,1594226282.181575,1594226282.5726194,2020-07-08 16:38:02.181,2020-07-08 16:38:02.572,0.391,8
51,1594227857.3849616,1594227857.7760062,2020-07-08 17:04:17.384,2020-07-08 17:04:17.776,0.391,8
52,1594226282.3868735,1594226282.777918,2020-07-08 16:38:02.386,2020-07-08 16:38:02.777,0.391,8
53,1594227857.59026,1594227857.9813044,2020-07-08 17:04:17.590,2020-07-08 17:04:17.981,0.391,8
54,1594226282.5823958,1594226282.9734404,2020-07-08 16:38:02.582,2020-07-08 16:38:02.973,0.391,8
55,1594227857.7857823,1594227858.176827,2020-07-08 17:04:17.785,2020-07-08 17:04:18.176,0.391,8
56,1594226282.7876945,1594226283.1787386,2020-07-08 16:38:02.787,2020-07-08 16:38:03.178,0.391,8
57,1594227857.9813044,1594227858.3723493,2020-07-08 17:04:17.981,2020-07-08 17:04:18.372,0.391,8
58,1594226282.9832163,1594226283.3742614,2020-07-08 16:38:02.983,2020-07-08 16:38:03.374,0.391,8
59,1594227858.1866028,1594227858.5776474,2020-07-08 17:04:18.186,2020-07-08 17:04:18.577,0.391,8
60,1594226283.188515,1594226283.5795596,2020-07-08 16:38:03.188,2020-07-08 16:38:03.579,0.391,8
61,1594227858.3821256,1594227858.77317,2020-07-08 17:04:18.382,2020-07-08 17:04:18.773,0.391,8
62,1594226283.3840373,1594226283.775082,2020-07-08 16:38:03.384,2020-07-08 16:38:03.775,0.391,8
63,1594227858.5874238,1594227858.978469,2020-07-08 17:04:18.587,2020-07-08 17:04:18.978,0.391,8
64,1594226283.5893354,1594226283.9803803,2020-07-08 16:38:03.589,2020-07-08 16:38:03.980,0.391,8
65,1594227858.782946,1594227859.1739907,2020-07-08 17:04:18.782,2020-07-08 17:04:19.173,0.391,8
66,1594226283.784858,1594226284.1759026,2020-07-08 16:38:03.784,2020-07-08 16:38:04.175,0.391,8
67,1594227858.9882443,1594227859.3792892,2020-07-08 17:04:18.988,2020-07-08 17:04:19.379,0.391,8
68,1594226283.9901564,1594226284.381201,2020-07-08 16:38:03.990,2020-07-08 16:38:04.381,0.391,8
69,1594227859.1837668,1594227859.5748117,2020-07-08 17:04:19.183,2020-07-08 17:04:19.574,0.391,8
70,1594226284.1856787,1594226284.576723,2020-07-08 16:38:04.185,2020-07-08 16:38:04.576,0.391,8
71,1594227859.3890653,1594227859.78011,2020-07-08 17:04:19.389,2020-07-08 17:04:19.780,0.391,8
72,1594226284.381201,1594226284.7722454,2020-07-08 16:38:04.381,2020-07-08 16:38:04.772,0.391,8
73,1594227859.5845876,1594227859.9756322,2020-07-08 17:04:19.584,2020-07-08 17:04:19.975,0.391,8
74,1594226284.5864997,1594226284.9775438,2020-07-08 16:38:04.586,2020-07-08 16:38:04.977,0.391,8
75,1594227859.789886,1594227860.1809304,2020-07-08 17:04:19.789,2020-07-08 17:04:20.180,0.391,2
76,1594226284.7820218,1594226285.1730664,2020-07-08 16:38:04.782,2020-07-08 16:38:05.173,0.391,8
77,1594227859.9854083,1594227860.376453,2020-07-08 17:04:19.985,2020-07-08 17:04:20.376,0.391,2
78,1594226284.9873204,1594226285.3783648,2020-07-08 16:38:04.987,2020-07-08 16:38:05.378,0.391,8
79,1594227860.1907067,1594227860.581751,2020-07-08 17:04:20.190,2020-07-08 17:04:20.581,0.391,2
80,1594226285.1828425,1594226285.5738869,2020-07-08 16:38:05.182,2020-07-08 16:38:05.573,0.391,8
81,1594227860.3862288,1594227860.7772734,2020-07-08 17:04:20.386,2020-07-08 17:04:20.777,0.391,2
82,1594226285.388141,1594226285.7791855,2020-07-08 16:38:05.388,2020-07-08 16:38:05.779,0.391,8
83,1594227860.581751,1594227860.9727962,2020-07-08 17:04:20.581,2020-07-08 17:04:20.972,0.391,2
84,1594226285.5836632,1594226285.9747078,2020-07-08 16:38:05.583,2020-07-08 16:38:05.974,0.391,8
85,1594227860.7870498,1594227861.1780946,2020-07-08 17:04:20.787,2020-07-08 17:04:21.178,0.391,2
86,1594226285.7889614,1594226286.1800065,2020-07-08 16:38:05.788,2020-07-08 16:38:06.180,0.391,2
87,1594227860.982572,1594227861.3736167,2020-07-08 17:04:20.982,2020-07-08 17:04:21.373,0.391,2
88,1594226285.984484,1594226286.3755286,2020-07-08 16:38:05.984,2020-07-08 16:38:06.375,0.391,2
89,1594227861.1878705,1594227861.578915,2020-07-08 17:04:21.187,2020-07-08 17:04:21.578,0.391,2
90,1594226286.1897824,1594226286.580827,2020-07-08 16:38:06.189,2020-07-08 16:38:06.580,0.391,2
91,1594227861.3833928,1594227861.7744374,2020-07-08 17:04:21.383,2020-07-08 17:04:21.774,0.391,2
92,1594226286.3853047,1594226286.7763493,2020-07-08 16:38:06.385,2020-07-08 16:38:06.776,0.391,2
93,1594227861.5886912,1594227861.979736,2020-07-08 17:04:21.588,2020-07-08 17:04:21.979,0.391,2
94,1594226286.5906029,1594226286.9816475,2020-07-08 16:38:06.590,2020-07-08 16:38:06.981,0.391,2
95,1594227861.7842135,1594227862.1752582,2020-07-08 17:04:21.784,2020-07-08 17:04:22.175,0.391,2
96,1594226286.7861257,1594226287.17717,2020-07-08 16:38:06.786,2020-07-08 16:38:07.177,0.391,2
97,1594227861.989512,1594227862.3805563,2020-07-08 17:04:21.989,2020-07-08 17:04:22.380,0.391,2
98,1594226286.9816475,1594226287.3726926,2020-07-08 16:38:06.981,2020-07-08 16:38:07.372,0.391,2
99,1594227862.1850345,1594227862.576079,2020-07-08 17:04:22.185,2020-07-08 17:04:22.576,0.391,2
100,1594226287.1869464,1594226287.5779908,2020-07-08 16:38:07.186,2020-07-08 16:38:07.577,0.391,2
101,1594227862.3903327,1594227862.7813773,2020-07-08 17:04:22.390,2020-07-08 17:04:22.781,0.391,2
102,1594226287.3824685,1594226287.773513,2020-07-08 16:38:07.382,2020-07-08 16:38:07.773,0.391,2
103,1594227862.585855,1594227862.9768994,2020-07-08 17:04:22.585,2020-07-08 17:04:22.976,0.391,2
104,1594226287.587767,1594226287.9788115,2020-07-08 16:38:07.587,2020-07-08 16:38:07.978,0.391,2
105,1594226287.7832892,1594226288.1743338,2020-07-08 16:38:07.783,2020-07-08 16:38:08.174,0.391,2
106,1594227862.9866755,1594227863.3777206,2020-07-08 17:04:22.986,2020-07-08 17:04:23.377,0.391,8
107,1594226287.9885876,1594226288.3796322,2020-07-08 16:38:07.988,2020-07-08 16:38:08.379,0.391,2
108,1594227863.182198,1594227863.573243,2020-07-08 17:04:23.182,2020-07-08 17:04:23.573,0.391,8
109,1594226288.18411,1594226288.5751543,2020-07-08 16:38:08.184,2020-07-08 16:38:08.575,0.391,8
110,1594227863.3874965,1594227863.778541,2020-07-08 17:04:23.387,2020-07-08 17:04:23.778,0.391,8
111,1594226288.3894086,1594226288.780453,2020-07-08 16:38:08.389,2020-07-08 16:38:08.780,0.391,8
112,1594227863.5830188,1594227863.9740634,2020-07-08 17:04:23.583,2020-07-08 17:04:23.974,0.391,8
113,1594226288.584931,1594226288.9759753,2020-07-08 16:38:08.584,2020-07-08 16:38:08.975,0.391,8
114,1594227863.7883172,1594227864.1793618,2020-07-08 17:04:23.788,2020-07-08 17:04:24.179,0.391,8
115,1594226288.7902288,1594226289.1812737,2020-07-08 16:38:08.790,2020-07-08 16:38:09.181,0.391,8
116,1594227863.9838395,1594227864.374884,2020-07-08 17:04:23.983,2020-07-08 17:04:24.374,0.391,8
117,1594226288.9857516,1594226289.376796,2020-07-08 16:38:08.985,2020-07-08 16:38:09.376,0.391,8
118,1594227864.1891382,1594227864.5801823,2020-07-08 17:04:24.189,2020-07-08 17:04:24.580,0.391,8
119,1594226289.1812737,1594226289.5723186,2020-07-08 16:38:09.181,2020-07-08 16:38:09.572,0.391,8
120,1594227864.3846602,1594227864.7757046,2020-07-08 17:04:24.384,2020-07-08 17:04:24.775,0.391,8
121,1594226289.386572,1594226289.7776167,2020-07-08 16:38:09.386,2020-07-08 16:38:09.777,0.391,8
122,1594227864.589959,1594227864.9810033,2020-07-08 17:04:24.589,2020-07-08 17:04:24.981,0.391,8
123,1594226289.5820944,1594226289.973139,2020-07-08 16:38:09.582,2020-07-08 16:38:09.973,0.391,8
124,1594227864.785481,1594227865.1765256,2020-07-08 17:04:24.785,2020-07-08 17:04:25.176,0.391,8
125,1594226289.7873929,1594226290.1784377,2020-07-08 16:38:09.787,2020-07-08 16:38:10.178,0.391,8
126,1594227864.9907794,1594227865.381824,2020-07-08 17:04:24.990,2020-07-08 17:04:25.381,0.391,8
127,1594226289.9829152,1594226290.3739598,2020-07-08 16:38:09.982,2020-07-08 16:38:10.373,0.391,8
128,1594227865.1863017,1594227865.5773466,2020-07-08 17:04:25.186,2020-07-08 17:04:25.577,0.391,8
129,1594226290.1882136,1594226290.5792582,2020-07-08 16:38:10.188,2020-07-08 16:38:10.579,0.391,8
130,1594227865.381824,1594227865.7728686,2020-07-08 17:04:25.381,2020-07-08 17:04:25.772,0.391,8
131,1594226290.383736,1594226290.7747805,2020-07-08 16:38:10.383,2020-07-08 16:38:10.774,0.391,8
132,1594227865.5871224,1594227865.978167,2020-07-08 17:04:25.587,2020-07-08 17:04:25.978,0.391,8
133,1594226290.5890346,1594226290.980079,2020-07-08 16:38:10.589,2020-07-08 16:38:10.980,0.391,8
134,1594227865.7826447,1594227866.1736894,2020-07-08 17:04:25.782,2020-07-08 17:04:26.173,0.391,8
135,1594226290.7845564,1594226291.1756012,2020-07-08 16:38:10.784,2020-07-08 16:38:11.175,0.391,8
136,1594227865.9879432,1594227866.3789878,2020-07-08 17:04:25.987,2020-07-08 17:04:26.378,0.391,8
137,1594226290.989855,1594226291.3808994,2020-07-08 16:38:10.989,2020-07-08 16:38:11.380,0.391,8
138,1594227866.1834655,1594227866.57451,2020-07-08 17:04:26.183,2020-07-08 17:04:26.574,0.391,8
139,1594226291.1853776,1594226291.576422,2020-07-08 16:38:11.185,2020-07-08 16:38:11.576,0.391,8
140,1594227866.388764,1594227866.7798083,2020-07-08 17:04:26.388,2020-07-08 17:04:26.779,0.391,8
141,1594226291.3906758,1594226291.7817204,2020-07-08 16:38:11.390,2020-07-08 16:38:11.781,0.391,8
142,1594227866.5842862,1594227866.9753306,2020-07-08 17:04:26.584,2020-07-08 17:04:26.975,0.391,8
143,1594226291.586198,1594226291.9772427,2020-07-08 16:38:11.586,2020-07-08 16:38:11.977,0.391,2
144,1594227866.7895846,1594227867.1806293,2020-07-08 17:04:26.789,2020-07-08 17:04:27.180,0.391,8
145,1594226291.7817204,1594226292.172765,2020-07-08 16:38:11.781,2020-07-08 16:38:12.172,0.391,2
146,1594227866.985107,1594227867.3761516,2020-07-08 17:04:26.985,2020-07-08 17:04:27.376,0.391,8
147,1594226291.9870188,1594226292.3780634,2020-07-08 16:38:11.987,2020-07-08 16:38:12.378,0.391,2
148,1594227867.1904054,1594227867.58145,2020-07-08 17:04:27.190,2020-07-08 17:04:27.581,0.391,2
149,1594226292.1825411,1594226292.5735855,2020-07-08 16:38:12.182,2020-07-08 16:38:12.573,0.391,2
150,1594227867.3859274,1594227867.7769723,2020-07-08 17:04:27.385,2020-07-08 17:04:27.776,0.391,2
151,1594226292.3878396,1594226292.7788842,2020-07-08 16:38:12.387,2020-07-08 16:38:12.778,0.391,2
152,1594227867.58145,1594227867.9724946,2020-07-08 17:04:27.581,2020-07-08 17:04:27.972,0.391,2
153,1594226292.583362,1594226292.9744065,2020-07-08 16:38:12.583,2020-07-08 16:38:12.974,0.391,2
154,1594227867.7867484,1594227868.177793,2020-07-08 17:04:27.786,2020-07-08 17:04:28.177,0.391,2
155,1594226292.7886603,1594226293.1797051,2020-07-08 16:38:12.788,2020-07-08 16:38:13.179,0.391,2
156,1594227867.9822707,1594227868.373315,2020-07-08 17:04:27.982,2020-07-08 17:04:28.373,0.391,2
157,1594226292.9841824,1594226293.3752277,2020-07-08 16:38:12.984,2020-07-08 16:38:13.375,0.391,2
158,1594227868.1875694,1594227868.5786138,2020-07-08 17:04:28.187,2020-07-08 17:04:28.578,0.391,2
159,1594226293.189481,1594226293.5805256,2020-07-08 16:38:13.189,2020-07-08 16:38:13.580,0.391,2
160,1594227868.3830914,1594227868.7741358,2020-07-08 17:04:28.383,2020-07-08 17:04:28.774,0.391,2
161,1594226293.385003,1594226293.776048,2020-07-08 16:38:13.385,2020-07-08 16:38:13.776,0.391,2
162,1594227868.58839,1594227868.9794345,2020-07-08 17:04:28.588,2020-07-08 17:04:28.979,0.391,2
163,1594226293.5903018,1594226293.9813464,2020-07-08 16:38:13.590,2020-07-08 16:38:13.981,0.391,2
164,1594227868.7839124,1594227869.1749568,2020-07-08 17:04:28.783,2020-07-08 17:04:29.174,0.391,2
165,1594226293.785824,1594226294.176869,2020-07-08 16:38:13.785,2020-07-08 16:38:14.176,0.391,2
166,1594227868.9892106,1594227869.3802552,2020-07-08 17:04:28.989,2020-07-08 17:04:29.380,0.391,2
167,1594226293.9813464,1594226294.372391,2020-07-08 16:38:13.981,2020-07-08 16:38:14.372,0.391,8
168,1594227869.184733,1594227869.5757775,2020-07-08 17:04:29.184,2020-07-08 17:04:29.575,0.391,2
169,1594226294.1866448,1594226294.5776894,2020-07-08 16:38:14.186,2020-07-08 16:38:14.577,0.391,8
170,1594227869.390031,1594227869.781076,2020-07-08 17:04:29.390,2020-07-08 17:04:29.781,0.391,2
171,1594226294.382167,1594226294.7732117,2020-07-08 16:38:14.382,2020-07-08 16:38:14.773,0.391,8
172,1594227869.5855534,1594227869.9765985,2020-07-08 17:04:29.585,2020-07-08 17:04:29.976,0.391,2
173,1594226294.5874655,1594226294.97851,2020-07-08 16:38:14.587,2020-07-08 16:38:14.978,0.391,8
174,1594227869.790852,1594227870.1818967,2020-07-08 17:04:29.790,2020-07-08 17:04:30.181,0.391,2
175,1594226294.7829876,1594226295.1740324,2020-07-08 16:38:14.782,2020-07-08 16:38:15.174,0.391,8
176,1594227869.9863744,1594227870.377419,2020-07-08 17:04:29.986,2020-07-08 17:04:30.377,0.391,2
177,1594226294.9882865,1594226295.3793306,2020-07-08 16:38:14.988,2020-07-08 16:38:15.379,0.391,8
178,1594227870.1818967,1594227870.5729413,2020-07-08 17:04:30.181,2020-07-08 17:04:30.572,0.391,8
179,1594226295.1838086,1594226295.5748534,2020-07-08 16:38:15.183,2020-07-08 16:38:15.574,0.391,8
180,1594227870.3871949,1594227870.7782395,2020-07-08 17:04:30.387,2020-07-08 17:04:30.778,0.391,8
181,1594226295.389107,1594226295.7801516,2020-07-08 16:38:15.389,2020-07-08 16:38:15.780,0.391,8
182,1594227870.5827177,1594227870.9737618,2020-07-08 17:04:30.582,2020-07-08 17:04:30.973,0.391,8
183,1594226295.5846293,1594226295.975674,2020-07-08 16:38:15.584,2020-07-08 16:38:15.975,0.391,8
184,1594227870.7880158,1594227871.1790605,2020-07-08 17:04:30.788,2020-07-08 17:04:31.179,0.391,8
185,1594226295.7899275,1594226296.1809726,2020-07-08 16:38:15.789,2020-07-08 16:38:16.180,0.391,8
186,1594227870.9835384,1594227871.3745828,2020-07-08 17:04:30.983,2020-07-08 17:04:31.374,0.391,8
187,1594226295.98545,1594226296.3764946,2020-07-08 16:38:15.985,2020-07-08 16:38:16.376,0.391,8
188,1594227871.1888366,1594227871.5798812,2020-07-08 17:04:31.188,2020-07-08 17:04:31.579,0.391,8
189,1594226296.1907485,1594226296.581793,2020-07-08 16:38:16.190,2020-07-08 16:38:16.581,0.391,8
190,1594227871.384359,1594227871.7754035,2020-07-08 17:04:31.384,2020-07-08 17:04:31.775,0.391,8
191,1594226296.3862708,1594226296.7773154,2020-07-08 16:38:16.386,2020-07-08 16:38:16.777,0.391,8
192,1594227871.5896573,1594227871.980702,2020-07-08 17:04:31.589,2020-07-08 17:04:31.980,0.391,8
193,1594226296.581793,1594226296.9728374,2020-07-08 16:38:16.581,2020-07-08 16:38:16.972,0.391,8
194,1594227871.7851794,1594227872.1762242,2020-07-08 17:04:31.785,2020-07-08 17:04:32.176,0.391,8
195,1594226296.7870915,1594226297.178136,2020-07-08 16:38:16.787,2020-07-08 16:38:17.178,0.391,8
196,1594227871.990478,1594227872.381523,2020-07-08 17:04:31.990,2020-07-08 17:04:32.381,0.391,8
197,1594226296.9826136,1594226297.373659,2020-07-08 16:38:16.982,2020-07-08 16:38:17.373,0.391,8
198,1594227872.1860006,1594227872.577045,2020-07-08 17:04:32.186,2020-07-08 17:04:32.577,0.391,8
199,1594226297.1879122,1594226297.5789568,2020-07-08 16:38:17.187,2020-07-08 16:38:17.578,0.391,8
200,1594227872.381523,1594227872.7725673,2020-07-08 17:04:32.381,2020-07-08 17:04:32.772,0.391,8
201,1594226297.3834343,1594226297.7744794,2020-07-08 16:38:17.383,2020-07-08 16:38:17.774,0.391,8
202,1594227872.586821,1594227872.9778657,2020-07-08 17:04:32.586,2020-07-08 17:04:32.977,0.391,8
203,1594226297.588733,1594226297.9797776,2020-07-08 16:38:17.588,2020-07-08 16:38:17.979,0.391,8
204,1594227872.7823436,1594227873.173388,2020-07-08 17:04:32.782,2020-07-08 17:04:33.173,0.391,8
205,1594226297.7842553,1594226298.1753,2020-07-08 16:38:17.784,2020-07-08 16:38:18.175,0.391,8
206,1594227872.9876418,1594227873.3786864,2020-07-08 17:04:32.987,2020-07-08 17:04:33.378,0.391,8
207,1594226297.9895537,1594226298.3805983,2020-07-08 16:38:17.989,2020-07-08 16:38:18.380,0.391,2
208,1594227873.183164,1594227873.5742087,2020-07-08 17:04:33.183,2020-07-08 17:04:33.574,0.391,8
209,1594226298.185076,1594226298.5761206,2020-07-08 16:38:18.185,2020-07-08 16:38:18.576,0.391,2
210,1594227873.3884623,1594227873.7795072,2020-07-08 17:04:33.388,2020-07-08 17:04:33.779,0.391,8
211,1594226298.3903744,1594226298.781419,2020-07-08 16:38:18.390,2020-07-08 16:38:18.781,0.391,2
212,1594227873.5839849,1594227873.9750297,2020-07-08 17:04:33.583,2020-07-08 17:04:33.975,0.391,8
213,1594226298.5858967,1594226298.976941,2020-07-08 16:38:18.585,2020-07-08 16:38:18.976,0.391,2
214,1594227873.7892833,1594227874.180328,2020-07-08 17:04:33.789,2020-07-08 17:04:34.180,0.391,8
215,1594226298.781419,1594226299.1724634,2020-07-08 16:38:18.781,2020-07-08 16:38:19.172,0.391,2
216,1594227873.9848056,1594227874.3758502,2020-07-08 17:04:33.984,2020-07-08 17:04:34.375,0.391,8
217,1594226298.9867177,1594226299.3777618,2020-07-08 16:38:18.986,2020-07-08 16:38:19.377,0.391,2
218,1594227874.190104,1594227874.5811484,2020-07-08 17:04:34.190,2020-07-08 17:04:34.581,0.391,8
219,1594226299.1822398,1594226299.5732846,2020-07-08 16:38:19.182,2020-07-08 16:38:19.573,0.391,2
220,1594227874.3856266,1594227874.7766712,2020-07-08 17:04:34.385,2020-07-08 17:04:34.776,0.391,8
221,1594226299.3875382,1594226299.7785828,2020-07-08 16:38:19.387,2020-07-08 16:38:19.778,0.391,2
222,1594227874.5811484,1594227874.9721932,2020-07-08 17:04:34.581,2020-07-08 17:04:34.972,0.391,8
223,1594226299.5830605,1594226299.9741054,2020-07-08 16:38:19.583,2020-07-08 16:38:19.974,0.391,2
224,1594227874.786447,1594227875.1774914,2020-07-08 17:04:34.786,2020-07-08 17:04:35.177,0.391,8
225,1594226299.788359,1594226300.1794035,2020-07-08 16:38:19.788,2020-07-08 16:38:20.179,0.391,2
226,1594227874.9819696,1594227875.373014,2020-07-08 17:04:34.981,2020-07-08 17:04:35.373,0.391,8
227,1594226299.9838812,1594226300.374926,2020-07-08 16:38:19.983,2020-07-08 16:38:20.374,0.391,2
228,1594227875.1872678,1594227875.5783124,2020-07-08 17:04:35.187,2020-07-08 17:04:35.578,0.391,3
229,1594226300.1891794,1594226300.5802245,2020-07-08 16:38:20.189,2020-07-08 16:38:20.580,0.391,2
230,1594227875.38279,1594227875.7738347,2020-07-08 17:04:35.382,2020-07-08 17:04:35.773,0.391,3
231,1594226300.384702,1594226300.7757466,2020-07-08 16:38:20.384,2020-07-08 16:38:20.775,0.391,2
232,1594227875.5880885,1594227875.9791331,2020-07-08 17:04:35.588,2020-07-08 17:04:35.979,0.391,3
233,1594226300.5900006,1594226300.981045,2020-07-08 16:38:20.590,2020-07-08 16:38:20.981,0.391,8
234,1594227875.7836108,1594227876.1746554,2020-07-08 17:04:35.783,2020-07-08 17:04:36.174,0.391,3
235,1594226300.7855227,1594226301.176567,2020-07-08 16:38:20.785,2020-07-08 16:38:21.176,0.391,8
236,1594227875.9889092,1594227876.379954,2020-07-08 17:04:35.988,2020-07-08 17:04:36.379,0.391,8
237,1594226300.9908214,1594226301.3818655,2020-07-08 16:38:20.990,2020-07-08 16:38:21.381,0.391,8
238,1594227876.1844316,1594227876.5754762,2020-07-08 17:04:36.184,2020-07-08 17:04:36.575,0.391,8
239,1594226301.1863437,1594226301.577388,2020-07-08 16:38:21.186,2020-07-08 16:38:21.577,0.391,8
240,1594227876.38973,1594227876.7807744,2020-07-08 17:04:36.389,2020-07-08 17:04:36.780,0.391,8
241,1594226301.3818655,1594226301.7729106,2020-07-08 16:38:21.381,2020-07-08 16:38:21.772,0.391,8
242,1594227876.5852523,1594227876.9762971,2020-07-08 17:04:36.585,2020-07-08 17:04:36.976,0.391,8
243,1594226301.5871642,1594226301.9782088,2020-07-08 16:38:21.587,2020-07-08 16:38:21.978,0.391,8
244,1594227876.7905507,1594227877.181595,2020-07-08 17:04:36.790,2020-07-08 17:04:37.181,0.391,8
245,1594226301.7826865,1594226302.173731,2020-07-08 16:38:21.782,2020-07-08 16:38:22.173,0.391,8
246,1594227876.986073,1594227877.3771176,2020-07-08 17:04:36.986,2020-07-08 17:04:37.377,0.391,8
247,1594226301.987985,1594226302.3790295,2020-07-08 16:38:21.987,2020-07-08 16:38:22.379,0.391,8
248,1594227877.181595,1594227877.57264,2020-07-08 17:04:37.181,2020-07-08 17:04:37.572,0.391,8
249,1594226302.1835072,1594226302.5745518,2020-07-08 16:38:22.183,2020-07-08 16:38:22.574,0.391,8
