Window,Start_Timestamp,End_Timestamp,Start_Time_UTC,End_Time_UTC,Duration_sec,label
66,1594226283.78598,1594226284.185855,2020-07-08 16:38:03.785,2020-07-08 16:38:04.185,0.3999,8
67,1594227858.986011,1594227859.385886,2020-07-08 17:04:18.986,2020-07-08 17:04:19.385,0.3999,8
68,1594226283.98598,1594226284.385855,2020-07-08 16:38:03.985,2020-07-08 16:38:04.385,0.3999,8
69,1594227859.186011,1594227859.585886,2020-07-08 17:04:19.186,2020-07-08 17:04:19.585,0.3999,8
70,1594226284.18598,1594226284.585855,2020-07-08 16:38:04.185,2020-07-08 16:38:04.585,0.3999,8
71,1594227859.386011,1594227859.785886,2020-07-08 17:04:19.386,2020-07-08 17:04:19.785,0.3999,8
72,1594226284.38598,1594226284.785855,2020-07-08 16:38:04.385,2020-07-08 16:38:04.785,0.3999,8
73,1594227859.586011,1594227859.985886,2020-07-08 17:04:19.586,2020-07-08 17:04:19.985,0.3999,8
74,1594226284.58598,1594226284.985855,2020-07-08 16:38:04.585,2020-07-08 16:38:04.985,0.3999,8
75,1594227859.786011,1594227860.185886,2020-07-08 17:04:19.786,2020-07-08 17:04:20.185,0.3999,2
76,1594226284.78598,1594226285.185855,2020-07-08 16:38:04.785,2020-07-08 16:38:05.185,0.3999,8
77,1594227859.986011,1594227860.385886,2020-07-08 17:04:19.986,2020-07-08 17:04:20.385,0.3999,2
78,1594226284.98598,1594226285.385855,2020-07-08 16:38:04.985,2020-07-08 16:38:05.385,0.3999,8
79,1594227860.186011,1594227860.585886,2020-07-08 17:04:20.186,2020-07-08 17:04:20.585,0.3999,2
80,1594226285.18598,1594226285.585855,2020-07-08 16:38:05.185,2020-07-08 16:38:05.585,0.3999,8
81,1594227860.386011,1594227860.785886,2020-07-08 17:04:20.386,2020-07-08 17:04:20.785,0.3999,2
82,1594226285.38598,1594226285.785855,2020-07-08 16:38:05.385,2020-07-08 16:38:05.785,0.3999,8
83,1594227860.586011,1594227860.985886,2020-07-08 17:04:20.586,2020-07-08 17:04:20.985,0.3999,2
84,1594226285.58598,1594226285.985855,2020-07-08 16:38:05.585,2020-07-08 16:38:05.985,0.3999,8
85,1594227860.786011,1594227861.185886,2020-07-08 17:04:20.786,2020-07-08 17:04:21.185,0.3999,2
86,1594226285.78598,1594226286.185855,2020-07-08 16:38:05.785,2020-07-08 16:38:06.185,0.3999,2
87,1594227860.986011,1594227861.385886,2020-07-08 17:04:20.986,2020-07-08 17:04:21.385,0.3999,2
88,1594226285.98598,1594226286.385855,2020-07-08 16:38:05.985,2020-07-08 16:38:06.385,0.3999,2
89,1594227861.186011,1594227861.585886,2020-07-08 17:04:21.186,2020-07-08 17:04:21.585,0.3999,2
90,1594226286.18598,1594226286.585855,2020-07-08 16:38:06.185,2020-07-08 16:38:06.585,0.3999,2
91,1594227861.386011,1594227861.785886,2020-07-08 17:04:21.386,2020-07-08 17:04:21.785,0.3999,2
92,1594226286.38598,1594226286.785855,2020-07-08 16:38:06.385,2020-07-08 16:38:06.785,0.3999,2
93,1594227861.586011,1594227861.985886,2020-07-08 17:04:21.586,2020-07-08 17:04:21.985,0.3999,2
94,1594226286.58598,1594226286.985855,2020-07-08 16:38:06.585,2020-07-08 16:38:06.985,0.3999,2
95,1594227861.786011,1594227862.185886,2020-07-08 17:04:21.786,2020-07-08 17:04:22.185,0.3999,2
96,1594226286.78598,1594226287.185855,2020-07-08 16:38:06.785,2020-07-08 16:38:07.185,0.3999,2
97,1594227861.986011,1594227862.385886,2020-07-08 17:04:21.986,2020-07-08 17:04:22.385,0.3999,2
98,1594226286.98598,1594226287.385855,2020-07-08 16:38:06.985,2020-07-08 16:38:07.385,0.3999,2
99,1594227862.186011,1594227862.585886,2020-07-08 17:04:22.186,2020-07-08 17:04:22.585,0.3999,2
100,1594226287.18598,1594226287.585855,2020-07-08 16:38:07.185,2020-07-08 16:38:07.585,0.3999,2
101,1594227862.386011,1594227862.785886,2020-07-08 17:04:22.386,2020-07-08 17:04:22.785,0.3999,2
102,1594226287.38598,1594226287.785855,2020-07-08 16:38:07.385,2020-07-08 16:38:07.785,0.3999,2
103,1594227862.586011,1594227862.985886,2020-07-08 17:04:22.586,2020-07-08 17:04:22.985,0.3999,2
104,1594226287.58598,1594226287.985855,2020-07-08 16:38:07.585,2020-07-08 16:38:07.985,0.3999,2
105,1594226287.78598,1594226288.185855,2020-07-08 16:38:07.785,2020-07-08 16:38:08.185,0.3999,2
106,1594227862.986011,1594227863.385886,2020-07-08 17:04:22.986,2020-07-08 17:04:23.385,0.3999,8
107,1594226287.98598,1594226288.385855,2020-07-08 16:38:07.985,2020-07-08 16:38:08.385,0.3999,2
108,1594227863.186011,1594227863.585886,2020-07-08 17:04:23.186,2020-07-08 17:04:23.585,0.3999,8
109,1594226288.18598,1594226288.585855,2020-07-08 16:38:08.185,2020-07-08 16:38:08.585,0.3999,8
110,1594227863.386011,1594227863.785886,2020-07-08 17:04:23.386,2020-07-08 17:04:23.785,0.3999,8
111,1594226288.38598,1594226288.785855,2020-07-08 16:38:08.385,2020-07-08 16:38:08.785,0.3999,8
112,1594227863.586011,1594227863.985886,2020-07-08 17:04:23.586,2020-07-08 17:04:23.985,0.3999,8
113,1594226288.58598,1594226288.985855,2020-07-08 16:38:08.585,2020-07-08 16:38:08.985,0.3999,8
114,1594227863.786011,1594227864.185886,2020-07-08 17:04:23.786,2020-07-08 17:04:24.185,0.3999,8
115,1594226288.78598,1594226289.185855,2020-07-08 16:38:08.785,2020-07-08 16:38:09.185,0.3999,8
116,1594227863.986011,1594227864.385886,2020-07-08 17:04:23.986,2020-07-08 17:04:24.385,0.3999,8
117,1594226288.98598,1594226289.385855,2020-07-08 16:38:08.985,2020-07-08 16:38:09.385,0.3999,8
118,1594227864.186011,1594227864.585886,2020-07-08 17:04:24.186,2020-07-08 17:04:24.585,0.3999,8
119,1594226289.18598,1594226289.585855,2020-07-08 16:38:09.185,2020-07-08 16:38:09.585,0.3999,8
120,1594227864.386011,1594227864.785886,2020-07-08 17:04:24.386,2020-07-08 17:04:24.785,0.3999,8
121,1594226289.38598,1594226289.785855,2020-07-08 16:38:09.385,2020-07-08 16:38:09.785,0.3999,8
122,1594227864.586011,1594227864.985886,2020-07-08 17:04:24.586,2020-07-08 17:04:24.985,0.3999,8
123,1594226289.58598,1594226289.985855,2020-07-08 16:38:09.585,2020-07-08 16:38:09.985,0.3999,8
124,1594227864.786011,1594227865.185886,2020-07-08 17:04:24.786,2020-07-08 17:04:25.185,0.3999,8
125,1594226289.78598,1594226290.185855,2020-07-08 16:38:09.785,2020-07-08 16:38:10.185,0.3999,8
126,1594227864.986011,1594227865.385886,2020-07-08 17:04:24.986,2020-07-08 17:04:25.385,0.3999,8
127,1594226289.98598,1594226290.385855,2020-07-08 16:38:09.985,2020-07-08 16:38:10.385,0.3999,8
128,1594227865.186011,1594227865.585886,2020-07-08 17:04:25.186,2020-07-08 17:04:25.585,0.3999,8
129,1594226290.18598,1594226290.585855,2020-07-08 16:38:10.185,2020-07-08 16:38:10.585,0.3999,8
130,1594227865.386011,1594227865.785886,2020-07-08 17:04:25.386,2020-07-08 17:04:25.785,0.3999,8
131,1594226290.38598,1594226290.785855,2020-07-08 16:38:10.385,2020-07-08 16:38:10.785,0.3999,8
132,1594227865.586011,1594227865.985886,2020-07-08 17:04:25.586,2020-07-08 17:04:25.985,0.3999,8
133,1594226290.58598,1594226290.985855,2020-07-08 16:38:10.585,2020-07-08 16:38:10.985,0.3999,8
134,1594227865.786011,1594227866.185886,2020-07-08 17:04:25.786,2020-07-08 17:04:26.185,0.3999,8
135,1594226290.78598,1594226291.185855,2020-07-08 16:38:10.785,2020-07-08 16:38:11.185,0.3999,8
136,1594227865.986011,1594227866.385886,2020-07-08 17:04:25.986,2020-07-08 17:04:26.385,0.3999,8
137,1594226290.98598,1594226291.385855,2020-07-08 16:38:10.985,2020-07-08 16:38:11.385,0.3999,8
138,1594227866.186011,1594227866.585886,2020-07-08 17:04:26.186,2020-07-08 17:04:26.585,0.3999,8
139,1594226291.18598,1594226291.585855,2020-07-08 16:38:11.185,2020-07-08 16:38:11.585,0.3999,8
140,1594227866.386011,1594227866.785886,2020-07-08 17:04:26.386,2020-07-08 17:04:26.785,0.3999,8
141,1594226291.38598,1594226291.785855,2020-07-08 16:38:11.385,2020-07-08 16:38:11.785,0.3999,8
142,1594227866.586011,1594227866.985886,2020-07-08 17:04:26.586,2020-07-08 17:04:26.985,0.3999,8
143,1594226291.58598,1594226291.985855,2020-07-08 16:38:11.585,2020-07-08 16:38:11.985,0.3999,2
144,1594227866.786011,1594227867.185886,2020-07-08 17:04:26.786,2020-07-08 17:04:27.185,0.3999,8
145,1594226291.78598,1594226292.185855,2020-07-08 16:38:11.785,2020-07-08 16:38:12.185,0.3999,2
146,1594227866.986011,1594227867.385886,2020-07-08 17:04:26.986,2020-07-08 17:04:27.385,0.3999,8
147,1594226291.98598,1594226292.385855,2020-07-08 16:38:11.985,2020-07-08 16:38:12.385,0.3999,2
148,1594227867.186011,1594227867.585886,2020-07-08 17:04:27.186,2020-07-08 17:04:27.585,0.3999,2
149,1594226292.18598,1594226292.585855,2020-07-08 16:38:12.185,2020-07-08 16:38:12.585,0.3999,2
150,1594227867.386011,1594227867.785886,2020-07-08 17:04:27.386,2020-07-08 17:04:27.785,0.3999,2
151,1594226292.38598,1594226292.785855,2020-07-08 16:38:12.385,2020-07-08 16:38:12.785,0.3999,2
152,1594227867.586011,1594227867.985886,2020-07-08 17:04:27.586,2020-07-08 17:04:27.985,0.3999,2
153,1594226292.58598,1594226292.985855,2020-07-08 16:38:12.585,2020-07-08 16:38:12.985,0.3999,2
154,1594227867.786011,1594227868.185886,2020-07-08 17:04:27.786,2020-07-08 17:04:28.185,0.3999,2
155,1594226292.78598,1594226293.185855,2020-07-08 16:38:12.785,2020-07-08 16:38:13.185,0.3999,2
156,1594227867.986011,1594227868.385886,2020-07-08 17:04:27.986,2020-07-08 17:04:28.385,0.3999,2
157,1594226292.98598,1594226293.385855,2020-07-08 16:38:12.985,2020-07-08 16:38:13.385,0.3999,2
158,1594227868.186011,1594227868.585886,2020-07-08 17:04:28.186,2020-07-08 17:04:28.585,0.3999,2
159,1594226293.18598,1594226293.585855,2020-07-08 16:38:13.185,2020-07-08 16:38:13.585,0.3999,2
160,1594227868.386011,1594227868.785886,2020-07-08 17:04:28.386,2020-07-08 17:04:28.785,0.3999,2
161,1594226293.38598,1594226293.785855,2020-07-08 16:38:13.385,2020-07-08 16:38:13.785,0.3999,2
162,1594227868.586011,1594227868.985886,2020-07-08 17:04:28.586,2020-07-08 17:04:28.985,0.3999,2
163,1594226293.58598,1594226293.985855,2020-07-08 16:38:13.585,2020-07-08 16:38:13.985,0.3999,2
164,1594227868.786011,1594227869.185886,2020-07-08 17:04:28.786,2020-07-08 17:04:29.185,0.3999,2
165,1594226293.78598,1594226294.185855,2020-07-08 16:38:13.785,2020-07-08 16:38:14.185,0.3999,2
166,1594227868.986011,1594227869.385886,2020-07-08 17:04:28.986,2020-07-08 17:04:29.385,0.3999,2
167,1594226293.98598,1594226294.385855,2020-07-08 16:38:13.985,2020-07-08 16:38:14.385,0.3999,8
168,1594227869.186011,1594227869.585886,2020-07-08 17:04:29.186,2020-07-08 17:04:29.585,0.3999,2
169,1594226294.18598,1594226294.585855,2020-07-08 16:38:14.185,2020-07-08 16:38:14.585,0.3999,8
170,1594227869.386011,1594227869.785886,2020-07-08 17:04:29.386,2020-07-08 17:04:29.785,0.3999,2
171,1594226294.38598,1594226294.785855,2020-07-08 16:38:14.385,2020-07-08 16:38:14.785,0.3999,8
172,1594227869.586011,1594227869.985886,2020-07-08 17:04:29.586,2020-07-08 17:04:29.985,0.3999,2
173,1594226294.58598,1594226294.985855,2020-07-08 16:38:14.585,2020-07-08 16:38:14.985,0.3999,8
174,1594227869.786011,1594227870.185886,2020-07-08 17:04:29.786,2020-07-08 17:04:30.185,0.3999,2
175,1594226294.78598,1594226295.185855,2020-07-08 16:38:14.785,2020-07-08 16:38:15.185,0.3999,8
176,1594227869.986011,1594227870.385886,2020-07-08 17:04:29.986,2020-07-08 17:04:30.385,0.3999,2
177,1594226294.98598,1594226295.385855,2020-07-08 16:38:14.985,2020-07-08 16:38:15.385,0.3999,8
178,1594227870.186011,1594227870.585886,2020-07-08 17:04:30.186,2020-07-08 17:04:30.585,0.3999,8
179,1594226295.18598,1594226295.585855,2020-07-08 16:38:15.185,2020-07-08 16:38:15.585,0.3999,8
180,1594227870.386011,1594227870.785886,2020-07-08 17:04:30.386,2020-07-08 17:04:30.785,0.3999,8
181,1594226295.38598,1594226295.785855,2020-07-08 16:38:15.385,2020-07-08 16:38:15.785,0.3999,8
182,1594227870.586011,1594227870.985886,2020-07-08 17:04:30.586,2020-07-08 17:04:30.985,0.3999,8
183,1594226295.58598,1594226295.985855,2020-07-08 16:38:15.585,2020-07-08 16:38:15.985,0.3999,8
184,1594227870.786011,1594227871.185886,2020-07-08 17:04:30.786,2020-07-08 17:04:31.185,0.3999,8
185,1594226295.78598,1594226296.185855,2020-07-08 16:38:15.785,2020-07-08 16:38:16.185,0.3999,8
186,1594227870.986011,1594227871.385886,2020-07-08 17:04:30.986,2020-07-08 17:04:31.385,0.3999,8
187,1594226295.98598,1594226296.385855,2020-07-08 16:38:15.985,2020-07-08 16:38:16.385,0.3999,8
188,1594227871.186011,1594227871.585886,2020-07-08 17:04:31.186,2020-07-08 17:04:31.585,0.3999,8
189,1594226296.18598,1594226296.585855,2020-07-08 16:38:16.185,2020-07-08 16:38:16.585,0.3999,8
190,1594227871.386011,1594227871.785886,2020-07-08 17:04:31.386,2020-07-08 17:04:31.785,0.3999,8
191,1594226296.38598,1594226296.785855,2020-07-08 16:38:16.385,2020-07-08 16:38:16.785,0.3999,8
192,1594227871.586011,1594227871.985886,2020-07-08 17:04:31.586,2020-07-08 17:04:31.985,0.3999,8
193,1594226296.58598,1594226296.985855,2020-07-08 16:38:16.585,2020-07-08 16:38:16.985,0.3999,8
194,1594227871.786011,1594227872.185886,2020-07-08 17:04:31.786,2020-07-08 17:04:32.185,0.3999,8
195,1594226296.78598,1594226297.185855,2020-07-08 16:38:16.785,2020-07-08 16:38:17.185,0.3999,8
196,1594227871.986011,1594227872.385886,2020-07-08 17:04:31.986,2020-07-08 17:04:32.385,0.3999,8
197,1594226296.98598,1594226297.385855,2020-07-08 16:38:16.985,2020-07-08 16:38:17.385,0.3999,8
198,1594227872.186011,1594227872.585886,2020-07-08 17:04:32.186,2020-07-08 17:04:32.585,0.3999,8
199,1594226297.18598,1594226297.585855,2020-07-08 16:38:17.185,2020-07-08 16:38:17.585,0.3999,8
200,1594227872.386011,1594227872.785886,2020-07-08 17:04:32.386,2020-07-08 17:04:32.785,0.3999,8
201,1594226297.38598,1594226297.785855,2020-07-08 16:38:17.385,2020-07-08 16:38:17.785,0.3999,8
202,1594227872.586011,1594227872.985886,2020-07-08 17:04:32.586,2020-07-08 17:04:32.985,0.3999,8
203,1594226297.58598,1594226297.985855,2020-07-08 16:38:17.585,2020-07-08 16:38:17.985,0.3999,8
204,1594227872.786011,1594227873.185886,2020-07-08 17:04:32.786,2020-07-08 17:04:33.185,0.3999,8
205,1594226297.78598,1594226298.185855,2020-07-08 16:38:17.785,2020-07-08 16:38:18.185,0.3999,8
206,1594227872.986011,1594227873.385886,2020-07-08 17:04:32.986,2020-07-08 17:04:33.385,0.3999,8
207,1594226297.98598,1594226298.385855,2020-07-08 16:38:17.985,2020-07-08 16:38:18.385,0.3999,2
208,1594227873.186011,1594227873.585886,2020-07-08 17:04:33.186,2020-07-08 17:04:33.585,0.3999,8
209,1594226298.18598,1594226298.585855,2020-07-08 16:38:18.185,2020-07-08 16:38:18.585,0.3999,2
210,1594227873.386011,1594227873.785886,2020-07-08 17:04:33.386,2020-07-08 17:04:33.785,0.3999,8
211,1594226298.38598,1594226298.785855,2020-07-08 16:38:18.385,2020-07-08 16:38:18.785,0.3999,2
212,1594227873.586011,1594227873.985886,2020-07-08 17:04:33.586,2020-07-08 17:04:33.985,0.3999,8
213,1594226298.58598,1594226298.985855,2020-07-08 16:38:18.585,2020-07-08 16:38:18.985,0.3999,2
214,1594227873.786011,1594227874.185886,2020-07-08 17:04:33.786,2020-07-08 17:04:34.185,0.3999,8
215,1594226298.78598,1594226299.185855,2020-07-08 16:38:18.785,2020-07-08 16:38:19.185,0.3999,2
216,1594227873.986011,1594227874.385886,2020-07-08 17:04:33.986,2020-07-08 17:04:34.385,0.3999,8
217,1594226298.98598,1594226299.385855,2020-07-08 16:38:18.985,2020-07-08 16:38:19.385,0.3999,2
218,1594227874.186011,1594227874.585886,2020-07-08 17:04:34.186,2020-07-08 17:04:34.585,0.3999,8
219,1594226299.18598,1594226299.585855,2020-07-08 16:38:19.185,2020-07-08 16:38:19.585,0.3999,2
220,1594227874.386011,1594227874.785886,2020-07-08 17:04:34.386,2020-07-08 17:04:34.785,0.3999,8
221,1594226299.38598,1594226299.785855,2020-07-08 16:38:19.385,2020-07-08 16:38:19.785,0.3999,2
222,1594227874.586011,1594227874.985886,2020-07-08 17:04:34.586,2020-07-08 17:04:34.985,0.3999,8
223,1594226299.58598,1594226299.985855,2020-07-08 16:38:19.585,2020-07-08 16:38:19.985,0.3999,2
224,1594227874.786011,1594227875.185886,2020-07-08 17:04:34.786,2020-07-08 17:04:35.185,0.3999,8
225,1594226299.78598,1594226300.185855,2020-07-08 16:38:19.785,2020-07-08 16:38:20.185,0.3999,2
226,1594227874.986011,1594227875.385886,2020-07-08 17:04:34.986,2020-07-08 17:04:35.385,0.3999,8
227,1594226299.98598,1594226300.385855,2020-07-08 16:38:19.985,2020-07-08 16:38:20.385,0.3999,2
228,1594227875.186011,1594227875.585886,2020-07-08 17:04:35.186,2020-07-08 17:04:35.585,0.3999,3
229,1594226300.18598,1594226300.585855,2020-07-08 16:38:20.185,2020-07-08 16:38:20.585,0.3999,2
230,1594227875.386011,1594227875.785886,2020-07-08 17:04:35.386,2020-07-08 17:04:35.785,0.3999,3
231,1594226300.38598,1594226300.785855,2020-07-08 16:38:20.385,2020-07-08 16:38:20.785,0.3999,2
232,1594227875.586011,1594227875.985886,2020-07-08 17:04:35.586,2020-07-08 17:04:35.985,0.3999,3
233,1594226300.58598,1594226300.985855,2020-07-08 16:38:20.585,2020-07-08 16:38:20.985,0.3999,8
234,1594227875.786011,1594227876.185886,2020-07-08 17:04:35.786,2020-07-08 17:04:36.185,0.3999,3
235,1594226300.78598,1594226301.185855,2020-07-08 16:38:20.785,2020-07-08 16:38:21.185,0.3999,8
236,1594227875.986011,1594227876.385886,2020-07-08 17:04:35.986,2020-07-08 17:04:36.385,0.3999,8
237,1594226300.98598,1594226301.385855,2020-07-08 16:38:20.985,2020-07-08 16:38:21.385,0.3999,8
238,1594227876.186011,1594227876.585886,2020-07-08 17:04:36.186,2020-07-08 17:04:36.585,0.3999,8
239,1594226301.18598,1594226301.585855,2020-07-08 16:38:21.185,2020-07-08 16:38:21.585,0.3999,8
240,1594227876.386011,1594227876.785886,2020-07-08 17:04:36.386,2020-07-08 17:04:36.785,0.3999,8
241,1594226301.38598,1594226301.785855,2020-07-08 16:38:21.385,2020-07-08 16:38:21.785,0.3999,8
242,1594227876.586011,1594227876.985886,2020-07-08 17:04:36.586,2020-07-08 17:04:36.985,0.3999,8
243,1594226301.58598,1594226301.985855,2020-07-08 16:38:21.585,2020-07-08 16:38:21.985,0.3999,8
244,1594227876.786011,1594227877.185886,2020-07-08 17:04:36.786,2020-07-08 17:04:37.185,0.3999,8
245,1594226301.78598,1594226302.185855,2020-07-08 16:38:21.785,2020-07-08 16:38:22.185,0.3999,8
246,1594227876.986011,1594227877.385886,2020-07-08 17:04:36.986,2020-07-08 17:04:37.385,0.3999,8
247,1594226301.98598,1594226302.385855,2020-07-08 16:38:21.985,2020-07-08 16:38:22.385,0.3999,8
248,1594227877.186011,1594227877.585886,2020-07-08 17:04:37.186,2020-07-08 17:04:37.585,0.3999,8
249,1594226302.18598,1594226302.585855,2020-07-08 16:38:22.185,2020-07-08 16:38:22.585,0.3999,8
250,1594227877.386011,1594227877.785886,2020-07-08 17:04:37.386,2020-07-08 17:04:37.785,0.3999,8
251,1594226302.38598,1594226302.785855,2020-07-08 16:38:22.385,2020-07-08 16:38:22.785,0.3999,8
